"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"$AAPL nice beat big move coming in hot https://t.co/91imzKkX2B",FALSE,0,NA,2017-08-01 20:31:43,FALSE,NA,"892483000033841152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TSXtrad3r",0,FALSE,FALSE,NA,NA
"good $AAPL numbers, services +22%",FALSE,0,NA,2017-08-01 20:31:42,FALSE,NA,"892482995826946049",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","equity_trader13",0,FALSE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:41,FALSE,NA,"892482992844582912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CTUAgentIvan",29,TRUE,FALSE,NA,NA
"RT @Super1NYC: $AAPL Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est.",FALSE,0,NA,2017-08-01 20:31:40,FALSE,NA,"892482989644546052",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JSTOCKBROKERS",2,TRUE,FALSE,NA,NA
"$AAPL impressive all round.",FALSE,0,NA,2017-08-01 20:31:40,FALSE,NA,"892482986700099589",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Globalmess65",0,FALSE,FALSE,NA,NA
"RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…",FALSE,0,NA,2017-08-01 20:31:38,FALSE,NA,"892482981411135488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KlerenMcvey",85,TRUE,FALSE,NA,NA
"$AAPL Revenue up $45.41B over the estimate of $44.89B",FALSE,0,NA,2017-08-01 20:31:37,FALSE,NA,"892482975501348864",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","RealJohnLambert",0,FALSE,FALSE,NA,NA
"RT @Benzinga: Apple Sees Q4 Sales $49B-$52B vs $49.21B Est. $AAPL",FALSE,0,NA,2017-08-01 20:31:37,FALSE,NA,"892482974813487104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TraderYON",1,TRUE,FALSE,NA,NA
"Apple beats on revenue and profit. Up 2.7 pct in after-hours $AAPL",FALSE,0,NA,2017-08-01 20:31:37,FALSE,NA,"892482974498914305",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ReutersInsider",0,FALSE,FALSE,NA,NA
"is $AAPL a trillion dollar company yet?",FALSE,0,NA,2017-08-01 20:31:36,FALSE,NA,"892482969528655872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NicolasSander",0,FALSE,FALSE,NA,NA
"Breaking: Cijfers Apple $AAPL 
AAPL EPS $1.67, Exp. $1.57
*APPLE SEES 4Q REV. $49B-$52B, EST. $49.1B",FALSE,0,NA,2017-08-01 20:31:36,FALSE,NA,"892482969075634180",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SvdHijden",0,FALSE,FALSE,NA,NA
"RT @Benzinga: Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est. $AAPL https://t.co/Hi2SPWlPZp",FALSE,0,NA,2017-08-01 20:31:35,FALSE,NA,"892482968597483520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","djflowmaster",4,TRUE,FALSE,NA,NA
"RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…",FALSE,0,NA,2017-08-01 20:31:35,FALSE,NA,"892482968383614976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4bkershaw",85,TRUE,FALSE,NA,NA
"Fruity… $AAPL https://t.co/rX77wbSNQ5",FALSE,0,NA,2017-08-01 20:31:35,FALSE,NA,"892482968240967680",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MitchNole",0,FALSE,FALSE,NA,NA
"$AAPL Apple Sees Q4 Sales $49B-$52B vs $49.21B Est. Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units",FALSE,1,NA,2017-08-01 20:31:33,FALSE,NA,"892482959554609153",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Super1NYC",0,FALSE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:32,FALSE,NA,"892482952373821441",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mlgyfamoffice",29,TRUE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:32,FALSE,NA,"892482952277499906",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ThinkTankCharts",29,TRUE,FALSE,NA,NA
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…",FALSE,0,NA,2017-08-01 20:31:30,FALSE,NA,"892482944853577730",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","M_Lindemann",21,TRUE,FALSE,NA,NA
"RT @option_snipper: $AAPL beat on both eps and revenues. SEES 4Q REV. $49B-$52B, EST. $49.1B https://t.co/hfHXqj0IOB",FALSE,0,NA,2017-08-01 20:31:29,FALSE,NA,"892482943150587904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","djflowmaster",3,TRUE,FALSE,NA,NA
"RT @Selerity: #BREAKING: Apple $AAPL Q3 iPhone Shipments, 41.03M vs. 40.5M expected",FALSE,0,NA,2017-08-01 20:31:29,FALSE,NA,"892482941305077760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pita_bite",8,TRUE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:28,FALSE,NA,"892482938440470528",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","InterestRateArb",29,TRUE,FALSE,NA,NA
"$AAPL launch mode",FALSE,0,NA,2017-08-01 20:31:28,FALSE,NA,"892482936141950976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fedslut",0,FALSE,FALSE,NA,NA
"RT @Benzinga: Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units $AAPL",FALSE,0,NA,2017-08-01 20:31:27,FALSE,NA,"892482934090936320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Traderideas1",4,TRUE,FALSE,NA,NA
"oh no...china $AAPL",FALSE,0,NA,2017-08-01 20:31:27,FALSE,NA,"892482933684146177",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HotRodBlago30",0,FALSE,FALSE,NA,NA
"Apple EPS $1.67 topping estimates of $1.57 $AAPL",FALSE,0,NA,2017-08-01 20:31:27,FALSE,NA,"892482932878737408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ScottGamm",0,FALSE,FALSE,NA,NA
"EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/T8qG5XgRiS https://t.co/dEZzMs9Qhl",FALSE,0,NA,2017-08-01 20:31:27,FALSE,NA,"892482932169945088",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","EmpComLLC",0,FALSE,FALSE,NA,NA
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected",FALSE,0,NA,2017-08-01 20:31:27,FALSE,NA,"892482931977007104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jpu19",9,TRUE,FALSE,NA,NA
"RT @Benzinga: Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units $AAPL",FALSE,0,NA,2017-08-01 20:31:26,FALSE,NA,"892482928307048449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TraderYON",4,TRUE,FALSE,NA,NA
"The smart $$$ (facetious) in $AAPL trading earnings and not conference call. Here they come around the 1st turn.… https://t.co/12KZeTER7Y",FALSE,0,NA,2017-08-01 20:31:26,TRUE,NA,"892482928030220288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KASDad",0,FALSE,FALSE,NA,NA
"$AAPL popping 4% to $155, must be good results and guidance.",FALSE,0,NA,2017-08-01 20:31:25,FALSE,NA,"892482925673021444",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","rjonesy",0,FALSE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:24,FALSE,NA,"892482920702767105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gado90",30,TRUE,FALSE,NA,NA
"Apple Sees Q4 Sales $49B-$52B vs $49.21B Est. $AAPL",FALSE,1,NA,2017-08-01 20:31:24,FALSE,NA,"892482918903414785",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Benzinga",1,FALSE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:23,FALSE,NA,"892482916336496641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mwooste1",30,TRUE,FALSE,NA,NA
"RT @Benzinga: Apple Reports Q3 iPhone 41M, iPad Units 11.42M, MAC 4.29M Units $AAPL",FALSE,0,NA,2017-08-01 20:31:23,FALSE,NA,"892482915279491072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","otc_stock",4,TRUE,FALSE,NA,NA
"RT @Selerity: #BREAKING: Apple $AAPL Q3 iPhone Shipments, 41.03M vs. 40.5M expected",FALSE,0,NA,2017-08-01 20:31:22,FALSE,NA,"892482914004422657",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jpu19",8,TRUE,FALSE,NA,NA
"BOOM.  $AAPL

Disclosure: Retardo long.",FALSE,0,NA,2017-08-01 20:31:22,FALSE,NA,"892482911764598784",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","crazyfasteddy",0,FALSE,FALSE,NA,NA
"Apple put up a nice number. Up $5 AH. Coming on @CNBCClosingBell in a few minutes. Good numbers overall. $aapl",FALSE,2,NA,2017-08-01 20:31:22,FALSE,NA,"892482911089414144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GerberKawasaki",0,FALSE,FALSE,NA,NA
"@DividendMaster all $AAPL has to do is keep guidance on the low side...",FALSE,0,"DividendMaster",2017-08-01 20:31:22,FALSE,NA,"892482910804217856","392739061","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","USRoute41",0,FALSE,FALSE,NA,NA
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…",FALSE,0,NA,2017-08-01 20:31:21,FALSE,NA,"892482906584645633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mikle1969",21,TRUE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:20,FALSE,NA,"892482904818950144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MCalixtoM",30,TRUE,FALSE,NA,NA
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Revenue, $45.41B vs. $44.9B expected",FALSE,0,NA,2017-08-01 20:31:20,FALSE,NA,"892482904214863872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stocktrader300",9,TRUE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:19,FALSE,NA,"892482898644828160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","philwahba",30,TRUE,FALSE,NA,NA
"RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…",FALSE,0,NA,2017-08-01 20:31:19,FALSE,NA,"892482898237956096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WestEndWendy3",85,TRUE,FALSE,NA,NA
"RT @Selerity: #BREAKING: Apple $AAPL Q3 Earnings Per Share (EPS), $1.67 vs. $1.57 expected",FALSE,0,NA,2017-08-01 20:31:18,FALSE,NA,"892482897042649089",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jpu19",8,TRUE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:18,FALSE,NA,"892482896216248321",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","robertoagodinez",30,TRUE,FALSE,NA,NA
"$AAPL beat on both eps and revenues. SEES 4Q REV. $49B-$52B, EST. $49.1B https://t.co/hfHXqj0IOB",FALSE,4,NA,2017-08-01 20:31:17,FALSE,NA,"892482892080828416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","option_snipper",3,FALSE,FALSE,NA,NA
"$AAPL up 3% AH",FALSE,0,NA,2017-08-01 20:31:17,FALSE,NA,"892482891023736832",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Fxhedgers",0,FALSE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:17,FALSE,NA,"892482890302447618",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Karla_Tango",30,TRUE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:17,FALSE,NA,"892482889660739586",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","benignopf",30,TRUE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:16,FALSE,NA,"892482887949451264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","spoky2b",30,TRUE,FALSE,NA,NA
"RT @edmundlee: Follow @fromedome if you want to get smart on $AAPL earns...will new iPhone ship in Sept or Oct? https://t.co/SPyd877AaN",FALSE,0,NA,2017-08-01 20:31:16,FALSE,NA,"892482887567777793",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TonyRomm",1,TRUE,FALSE,NA,NA
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…",FALSE,0,NA,2017-08-01 20:31:15,FALSE,NA,"892482882953814016",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","robertoagodinez",21,TRUE,FALSE,NA,NA
"RT @SylvaCap: Things might get ugly for $aapl with the iphone delay. With $aapl down that means almost all of the FANG stocks were down pos…",FALSE,0,NA,2017-08-01 20:31:15,FALSE,NA,"892482881775312896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IanClancy4378",85,TRUE,FALSE,NA,NA
"$AAPL 155 yo",FALSE,0,NA,2017-08-01 20:31:14,FALSE,NA,"892482877383999488",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","beckyhiu",0,FALSE,FALSE,NA,NA
"Sonnet releases Thunderbolt 3 upgrade cards https://t.co/PHCugkfTDt #AppleWorldToday $AAPL https://t.co/lOc1bqTWaR",FALSE,0,NA,2017-08-01 20:31:13,FALSE,NA,"892482872623235072",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","MacHashNews",0,FALSE,FALSE,NA,NA
"EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/kAkUE9EWky https://t.co/k5G6tGSw8K",FALSE,1,NA,2017-08-01 20:31:12,FALSE,NA,"892482872266952709",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","DeShaunsMrk",0,FALSE,FALSE,NA,NA
"RT @CNBC: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/eGDf10AZR7 https://t.co/5NKpNC…",FALSE,0,NA,2017-08-01 20:31:12,FALSE,NA,"892482871876878336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jrock42383",21,TRUE,FALSE,NA,NA
"RT @CNBCnow: EARNINGS: Apple Q3 EPS $1.67 vs. $1.57 Est.; Q3 Revs. $45.4B vs. $44.89B Est. • $AAPL https://t.co/UzI8Uh9GJI https://t.co/WzX…",FALSE,0,NA,2017-08-01 20:31:12,FALSE,NA,"892482871453208576",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ojansat",30,TRUE,FALSE,NA,NA
"RT @Benzinga: Apple Reports Q3 EPS $1.67 vs $1.57 Est., Sales $45.4B vs $44.89B Est. $AAPL https://t.co/Hi2SPWlPZp",FALSE,0,NA,2017-08-01 20:31:12,FALSE,NA,"892482869272211459",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","otc_stock",4,TRUE,FALSE,NA,NA
"$AAPL $154+ is bullish (but needs to hold above). Earnings look good.",FALSE,2,NA,2017-08-01 20:31:12,FALSE,NA,"892482869205008384",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","JustinPulitzer",0,FALSE,FALSE,NA,NA
